learner_id,program_code,variation_code,message_in,message_out,created_at,user_response
164274,YARA,NARRATIVE,A,"(13/23) When the tomatoes started flowering, Eli didn't apply a second top dress. Sala applied 75kgs of Yara Mila Winner. Reply * for menu Reply A to continue",11/2/2017 14:24,NA
147761,YARA,NARRATIVE,YARA,"(1/23) A healthy crop makes a wealthy farmer. Follow Sala and Eli to learn to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/3/2017 7:48,NA
516386,YARA,THUMB,YARA,"(1/16) A healthy crop makes a wealthy farmer. Continue to learn how to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 17:27,TRANZOIA
516386,YARA,THUMB,TRANZOIA,Thanks for using Syngenta products. The promotion to earn airtime has ended. I'll inform you when Syngenta has a promotion. Send SYT to 22744 to keep learning,11/2/2017 17:33,SYT
522034,YARA,THUMB,YARA,"(1/16) A healthy crop makes a wealthy farmer. Continue to learn how to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 14:02,NA
583269,YARA,THUMB,2,"(1/16) A healthy crop makes a wealthy farmer. Continue to learn how to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/3/2017 9:57,NA
288334,YARA,NARRATIVE,YARA,"(1/23) A healthy crop makes a wealthy farmer. Follow Sala and Eli to learn to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 20:10,A
288334,YARA,NARRATIVE,A,(2/23) Eli and Sala have 1 acre farms in Nyandarua. Last season Eli harvested small tomatoes. Sala's tomatoes were big and very red. Reply A to continue,11/2/2017 20:11,A
288334,YARA,NARRATIVE,A,"(3/23) What caused Sala's tomatoes to grow big and red?
1. He used fertilizer that had special nutrients.
2. The soil on his farm was fertile.",11/2/2017 20:12,1
288334,YARA,NARRATIVE,1,"Very good. Sala used Yara fertilizer that has special nutrients that made his tomatoes grow healthy, big and red.
Reply A to continue",11/2/2017 20:17,A
288334,YARA,NARRATIVE,A,(4/23) Both farmers bought fertilizer at the same trusted agrovet. Sala bought Yara fertilizer and Eli bought commercial fertilizer. Reply A to continue,11/2/2017 20:36,A
288334,YARA,NARRATIVE,A,"(5/23) During transplanting, Eli used 50kgs of fertilizer on his farm while Sala used 50kgs of Yara Mila Unik 17 4 days after transplanting. Reply A to continue",11/2/2017 20:43,A
288334,YARA,NARRATIVE,A,"(6/23) After transplanting, roots take 4 days to harden or get used to the new soil. Before hardening, they won't absorb fertilizer well. Reply A to continue",11/2/2017 20:45,A
288334,YARA,NARRATIVE,A,(7/23) Sala applied 30g of fertilizer to each seedling. He used a soda bottle top 3 times since 1 bottle top measures 10g. Reply A to continue,11/2/2017 21:36,A
288334,YARA,NARRATIVE,A,"(8/23) Why is it important to apply Yara fertilizer 4 days after transplanting tomato seedlings?
1. To wait for rain
2. The roots absorb nutrients better.",11/2/2017 21:38,2
288334,YARA,NARRATIVE,2,"Great! Tomato roots take 4 days to harden and are able to absorb nutrients better.
Reply A to continue",11/2/2017 21:41,A
288334,YARA,NARRATIVE,A,"(9/23) Yara Mila Unik 17 has phosphorus, nitrogen and potassium which  help early crop establishment and vigorous growth. Reply A to continue",11/2/2017 21:42,A
288334,YARA,NARRATIVE,A,"(10/23) When big leaves sprouted, Eli used 50kgs of commercial top dress while Sala used 100kgs of Yara Liva Nitrabor top dress. Reply * menu Reply A to continue",11/2/2017 21:44,*
288334,YARA,NARRATIVE,A,"(11/23) Yara Liva Nitrabor has boron to harden the tomato skin, and calcium to make the crop resistant to disease like Blossom End Rot. Reply A to continue",11/4/2017 18:22,A
288334,YARA,NARRATIVE,A,"(12/23) How many kgs of Yara Mila Unik should you apply for 2 acres and how much per seedling?
1. 50 kgs & 10g per seedling
2. 100kgs & 30g per seedling",11/4/2017 18:25,2
288334,YARA,NARRATIVE,2,"Great! Not quite. Apply 50kgs per acre. So for 2 acres it is 100kgs of Yara Unik and 30g per seedling. Using less fertilizer reduces harvest.
Reply A to continue",11/4/2017 18:30,A
288334,YARA,NARRATIVE,A,"(13/23) When the tomatoes started flowering, Eli didn't apply a second top dress. Sala applied 75kgs of Yara Mila Winner. Reply * for menu Reply A to continue",11/4/2017 18:33,*
532244,YARA,THUMB,Yara,"(1/16) A healthy crop makes a wealthy farmer. Continue to learn how to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 16:02,NA
42283,YARA,THUMB,YARA,"(1/16) A healthy crop makes a wealthy farmer. Continue to learn how to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 15:02,NA
561127,YARA,THUMB,YARA,"(1/16) A healthy crop makes a wealthy farmer. Continue to learn how to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 14:17,A
561127,YARA,THUMB,A,"(2/16) What causes tomatoes to grow big and red?
1. Using fertilizer that had special nutrients.
2. Fertile soil.",11/2/2017 14:19,1
561127,YARA,THUMB,1,"Very good. Yara fertilizer has special nutrients that makes tomatoes grow healthy, big and red.
Reply A to continue",11/2/2017 14:23,A
561127,YARA,THUMB,A,(3/16) Apply 50kgs of Yara Mila Unik 17 4 days after transplanting so the roots get used to the new soil to absorb the fertilizer well.  Reply A to continue,11/2/2017 14:24,1
561127,YARA,THUMB,1,"(4/16) Yara Mila Unik 17 has phosphorus, nitrogen and potassium which  help early crop establishment and vigorous growth. Reply A to continue",11/2/2017 14:25,A
561127,YARA,THUMB,A,(5/16)  Apply 30g of fertilizer to each seedling. Use a soda bottle top 3 times since 1 bottle top measures 10g.  Reply A to continue,11/2/2017 14:26,A
561127,YARA,THUMB,A,"(6/16) Why is it important to apply Yara fertilizer 4 days after transplanting tomato seedlings?
1. To wait for rain
2. The roots absorb nutrients better.",11/2/2017 14:27,2
561127,YARA,THUMB,2,"Great! Tomato roots take 4 days to harden and are able to absorb nutrients better.
Reply A to continue",11/2/2017 14:28,A
561127,YARA,THUMB,A,"(7/16) When big leaves sprout, apply 100kgs of Yara Liva Nitrabor top dress. Reply * menu Reply A to continue",11/2/2017 14:28,A
561127,YARA,THUMB,A,"(8/16) Yara Liva Nitrabor has boron to harden the tomato skin, and calcium to make the crop resistant to disease like Blossom End Rot. Reply A to continue",11/2/2017 14:29,A
561127,YARA,THUMB,A,"(9/16) How many kgs of Yara Mila Unik should you apply for 2 acres and how much per seedling?
1. 50 kgs & 10g per seedling
2. 100kgs & 30g per seedling",11/2/2017 14:30,2
561127,YARA,THUMB,2,"Great! Apply 50kgs per acre. So for 2 acres it is 100kgs of Yara Unik and 30g per seedling. Using less fertilizer reduces harvest.
Reply A to continue",11/2/2017 14:31,A
561127,YARA,THUMB,A,"(10/16) When the tomatoes start flowering, apply 75kgs of Yara Mila Winner with potassium for a red colour, even ripening and sweeter taste. Reply A to continue",11/2/2017 14:32,A
561127,YARA,THUMB,A,(11/16) Your tomatoes won't spoil quickly Since the tomatoes will be better quality and didn't spoil quickly you can wait and sell them when the prices rise.  Reply A to continue,11/2/2017 14:33,A
561127,YARA,THUMB,A,"(12/16) Even if your tomatoes grow big, there is market for them where you can make a big profit. Reply A to continue",11/2/2017 14:34,A
561127,YARA,THUMB,A,"(13/16) Using Yara fertilizer at the right stages of crop growth costs a bit more money, but the harvest and profit were worth it. Reply A to continue",11/2/2017 14:34,A
561127,YARA,THUMB,A,"(14/16) Which stage should you apply fertilizer to your tomatoes?
1. 4 days after transplanting
2. When leaves sprout
3. When tomatoes flower
4. All the above",11/2/2017 14:35,4
561127,YARA,THUMB,4,"Good job! Apply Yara fertilizer 4 days after transplanting, when leaves sprout and when the crop starts flowering.
Reply A to continue",11/2/2017 14:36,A
561127,YARA,THUMB,A,"(15/16) Grow healthy, red and sweet tomatoes. Start using Yara fertilizer today and increase your production!  Reply A to continue",11/2/2017 14:37,A
561127,YARA,THUMB,A,"(23/23) Are you interested in using Yara fertilizer to improve your crop?
1. Yes
2. No",11/2/2017 14:37,1
561127,YARA,THUMB,1,"That is great! Contact an agronomist near you. Dial 0208022951.
Reply A to continue",11/2/2017 14:38,A
561127,YARA,THUMB,A,"You have learned how to use Yara fertilizer. Choose 2 see how Sala uses Yara fertilizer:
1. Tell me if you liked the lesson
2. Next lesson
3. Quiz
4. Menu",11/2/2017 14:39,2
561127,YARA,THUMB,2,,11/2/2017 14:40,NA
54749,YARA,THUMB,Yara,"(1/16) A healthy crop makes a wealthy farmer. Continue to learn how to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 14:18,A
54749,YARA,THUMB,A,"(2/16) What causes tomatoes to grow big and red?
1. Using fertilizer that had special nutrients.
2. Fertile soil.",11/2/2017 16:19,2
54749,YARA,THUMB,2,"Actually, even with fertile soil, you need Yara fertilizer with special nutrients to make tomatoes grow healthy, big and red.
Reply A to continue",11/2/2017 16:22,A
54749,YARA,THUMB,A,(3/16) Apply 50kgs of Yara Mila Unik 17 4 days after transplanting so the roots get used to the new soil to absorb the fertilizer well.  Reply A to continue,11/2/2017 16:23,A
54749,YARA,THUMB,A,"(4/16) Yara Mila Unik 17 has phosphorus, nitrogen and potassium which  help early crop establishment and vigorous growth. Reply A to continue",11/2/2017 16:24,A
54749,YARA,THUMB,A,(5/16)  Apply 30g of fertilizer to each seedling. Use a soda bottle top 3 times since 1 bottle top measures 10g.  Reply A to continue,11/2/2017 16:27,A
54749,YARA,THUMB,A,"(6/16) Why is it important to apply Yara fertilizer 4 days after transplanting tomato seedlings?
1. To wait for rain
2. The roots absorb nutrients better.",11/2/2017 16:28,2
54749,YARA,THUMB,2,"Great! Tomato roots take 4 days to harden and are able to absorb nutrients better.
Reply A to continue",11/2/2017 16:36,A
54749,YARA,THUMB,A,"(7/16) When big leaves sprout, apply 100kgs of Yara Liva Nitrabor top dress. Reply * menu Reply A to continue",11/2/2017 16:37,a
54749,YARA,THUMB,a,"(8/16) Yara Liva Nitrabor has boron to harden the tomato skin, and calcium to make the crop resistant to disease like Blossom End Rot. Reply A to continue",11/2/2017 16:39,A
54749,YARA,THUMB,A,"(9/16) How many kgs of Yara Mila Unik should you apply for 2 acres and how much per seedling?
1. 50 kgs & 10g per seedling
2. 100kgs & 30g per seedling",11/2/2017 16:40,2
54749,YARA,THUMB,2,"Great! Apply 50kgs per acre. So for 2 acres it is 100kgs of Yara Unik and 30g per seedling. Using less fertilizer reduces harvest.
Reply A to continue",11/2/2017 16:43,A
54749,YARA,THUMB,A,"(10/16) When the tomatoes start flowering, apply 75kgs of Yara Mila Winner with potassium for a red colour, even ripening and sweeter taste. Reply A to continue",11/2/2017 16:44,A
54749,YARA,THUMB,A,(11/16) Your tomatoes won't spoil quickly Since the tomatoes will be better quality and didn't spoil quickly you can wait and sell them when the prices rise.  Reply A to continue,11/2/2017 16:46,A
54749,YARA,THUMB,A,"(12/16) Even if your tomatoes grow big, there is market for them where you can make a big profit. Reply A to continue",11/2/2017 17:04,A
54749,YARA,THUMB,A,"(13/16) Using Yara fertilizer at the right stages of crop growth costs a bit more money, but the harvest and profit were worth it. Reply A to continue",11/2/2017 17:05,A
54749,YARA,THUMB,A,"(14/16) Which stage should you apply fertilizer to your tomatoes?
1. 4 days after transplanting
2. When leaves sprout
3. When tomatoes flower
4. All the above",11/2/2017 17:06,1
54749,YARA,THUMB,1,"Yes. Apply Yara Mila Unik 17 4 days after transplanting when the roots  have hardened.
Reply A to continue",11/2/2017 17:09,A
54749,YARA,THUMB,A,"(15/16) Grow healthy, red and sweet tomatoes. Start using Yara fertilizer today and increase your production!  Reply A to continue",11/2/2017 17:10,a
54749,YARA,THUMB,a,"(23/23) Are you interested in using Yara fertilizer to improve your crop?
1. Yes
2. No",11/2/2017 17:11,1
54749,YARA,THUMB,1,"That is great! Contact an agronomist near you. Dial 0208022951.
Reply A to continue",11/2/2017 17:13,A
54749,YARA,THUMB,A,"You have learned how to use Yara fertilizer. Choose 2 see how Sala uses Yara fertilizer:
1. Tell me if you liked the lesson
2. Next lesson
3. Quiz
4. Menu",11/2/2017 17:14,2
54749,YARA,THUMB,2,,11/2/2017 17:16,RATE
515831,YARA,NARRATIVE,YARA,"(1/23) A healthy crop makes a wealthy farmer. Follow Sala and Eli to learn to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 15:01,A
515831,YARA,NARRATIVE,A,(2/23) Eli and Sala have 1 acre farms in Nyandarua. Last season Eli harvested small tomatoes. Sala's tomatoes were big and very red. Reply A to continue,11/2/2017 15:02,A
515831,YARA,NARRATIVE,A,"(3/23) What caused Sala's tomatoes to grow big and red?
1. He used fertilizer that had special nutrients.
2. The soil on his farm was fertile.",11/2/2017 15:03,1
515831,YARA,NARRATIVE,1,"Very good. Sala used Yara fertilizer that has special nutrients that made his tomatoes grow healthy, big and red.
Reply A to continue",11/2/2017 15:04,A
515831,YARA,NARRATIVE,A,(4/23) Both farmers bought fertilizer at the same trusted agrovet. Sala bought Yara fertilizer and Eli bought commercial fertilizer. Reply A to continue,11/2/2017 15:05,A
515831,YARA,NARRATIVE,A,"(5/23) During transplanting, Eli used 50kgs of fertilizer on his farm while Sala used 50kgs of Yara Mila Unik 17 4 days after transplanting. Reply A to continue",11/2/2017 15:06,A
515831,YARA,NARRATIVE,A,"(6/23) After transplanting, roots take 4 days to harden or get used to the new soil. Before hardening, they won't absorb fertilizer well. Reply A to continue",11/2/2017 15:07,A
515831,YARA,NARRATIVE,A,(7/23) Sala applied 30g of fertilizer to each seedling. He used a soda bottle top 3 times since 1 bottle top measures 10g. Reply A to continue,11/2/2017 15:08,A
515831,YARA,NARRATIVE,A,"(8/23) Why is it important to apply Yara fertilizer 4 days after transplanting tomato seedlings?
1. To wait for rain
2. The roots absorb nutrients better.",11/2/2017 15:09,2
515831,YARA,NARRATIVE,2,"Great! Tomato roots take 4 days to harden and are able to absorb nutrients better.
Reply A to continue",11/2/2017 15:10,A
515831,YARA,NARRATIVE,A,"(9/23) Yara Mila Unik 17 has phosphorus, nitrogen and potassium which  help early crop establishment and vigorous growth. Reply A to continue",11/2/2017 15:11,A
515831,YARA,NARRATIVE,A,"(10/23) When big leaves sprouted, Eli used 50kgs of commercial top dress while Sala used 100kgs of Yara Liva Nitrabor top dress. Reply * menu Reply A to continue",11/2/2017 15:11,A
515831,YARA,NARRATIVE,A,"(11/23) Yara Liva Nitrabor has boron to harden the tomato skin, and calcium to make the crop resistant to disease like Blossom End Rot. Reply A to continue",11/2/2017 15:13,A
515831,YARA,NARRATIVE,A,"(12/23) How many kgs of Yara Mila Unik should you apply for 2 acres and how much per seedling?
1. 50 kgs & 10g per seedling
2. 100kgs & 30g per seedling",11/2/2017 15:14,1
515831,YARA,NARRATIVE,1,"Not quite. Apply 50kgs per acre. So for 2 acres it is 100kgs of Yara Unik and 30g per seedling. Using less fertilizer reduces harvest.
Reply A to continue",11/2/2017 15:30,A
515831,YARA,NARRATIVE,A,"(13/23) When the tomatoes started flowering, Eli didn't apply a second top dress. Sala applied 75kgs of Yara Mila Winner. Reply * for menu Reply A to continue",11/2/2017 15:38,A
515831,YARA,NARRATIVE,A,"(14/23) Yara Mila Winner has potassium which gives tomatoes a solid red colour, even ripening and sweeter taste. Reply A to continue",11/2/2017 16:10,A
515831,YARA,NARRATIVE,A,(15/23) When Eli and Sala harvested the market price for tomatoes was low. Eli had to sell immediately because his tomatoes would go bad. Reply A to continue,11/2/2017 16:14,A
515831,YARA,NARRATIVE,A,(16/23) Sala waited since his tomatoes were better quality and didn't spoil quickly. He sold his tomatoes a week later when the prices rose. Reply A to continue,11/2/2017 16:15,A
515831,YARA,NARRATIVE,A,(17/23) Eli thought no-one would buy Sala's tomatoes because they were so big but Sala found good market for them and made a big profit. Reply A to continue,11/2/2017 16:16,A
515831,YARA,NARRATIVE,A,"(18/23) Eli asked Sala how he grew healthy red, sweet tomatoes that didn't spoil quickly. Sala told him his secret was Yara fertilizer. Reply A to continue",11/2/2017 16:17,A
515831,YARA,NARRATIVE,A,"(19/23) Sala used Yara fertilizer at the right stages of crop growth. He spent a bit more money, but the harvest and profit were worth it.  Reply A to continue",11/2/2017 16:18,A
515831,YARA,NARRATIVE,A,"(20/23) Sala used to harvest 8 crates of tomatoes every season. Last season, he used Yara fertilizer and harvested 18 crates. Reply A to continue",11/2/2017 16:19,A
515831,YARA,NARRATIVE,A,"(21/23) Which stage should you apply fertilizer to your tomatoes?
1. 4 days after transplanting
2. When leaves sprout
3. When tomatoes flower
4. All the above",11/2/2017 16:20,1
515831,YARA,NARRATIVE,1,"Yes. Apply Yara Mila Unik 17 4 days after transplanting when the roots  have hardened.
Reply A to continue",11/2/2017 16:22,A
515831,YARA,NARRATIVE,A,"(22/23) Be like Sala and grow healthy, red and sweet tomatoes. Start using Yara fertilizer today and increase your production! Reply A to continue",11/2/2017 16:23,A
515831,YARA,NARRATIVE,A,"(23/23) Are you interested in using Yara fertilizer to improve your crop?
1. Yes
2. No",11/2/2017 16:25,1
515831,YARA,NARRATIVE,1,"That is great! Contact an agronomist near you. Dial 0208022951.
Reply A to continue",11/2/2017 16:26,A
515831,YARA,NARRATIVE,A,"You have learned how to use Yara fertilizer. Choose 2 see how Sala uses Yara fertilizer:
1. Tell me if you liked the lesson
2. Next lesson
3. Quiz
4. Menu",11/2/2017 16:27,NA
562865,YARA,NARRATIVE,YARA,"(1/23) A healthy crop makes a wealthy farmer. Follow Sala and Eli to learn to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 14:51,A
562865,YARA,NARRATIVE,A,(2/23) Eli and Sala have 1 acre farms in Nyandarua. Last season Eli harvested small tomatoes. Sala's tomatoes were big and very red. Reply A to continue,11/2/2017 15:02,A
562865,YARA,NARRATIVE,A,"(3/23) What caused Sala's tomatoes to grow big and red?
1. He used fertilizer that had special nutrients.
2. The soil on his farm was fertile.",11/2/2017 15:22,1
562865,YARA,NARRATIVE,1,"Very good. Sala used Yara fertilizer that has special nutrients that made his tomatoes grow healthy, big and red.
Reply A to continue",11/2/2017 15:27,A
562865,YARA,NARRATIVE,A,(4/23) Both farmers bought fertilizer at the same trusted agrovet. Sala bought Yara fertilizer and Eli bought commercial fertilizer. Reply A to continue,11/2/2017 15:28,A
562865,YARA,NARRATIVE,A,"(5/23) During transplanting, Eli used 50kgs of fertilizer on his farm while Sala used 50kgs of Yara Mila Unik 17 4 days after transplanting. Reply A to continue",11/2/2017 15:29,A
562865,YARA,NARRATIVE,A,"(6/23) After transplanting, roots take 4 days to harden or get used to the new soil. Before hardening, they won't absorb fertilizer well. Reply A to continue",11/2/2017 15:30,A
562865,YARA,NARRATIVE,A,(7/23) Sala applied 30g of fertilizer to each seedling. He used a soda bottle top 3 times since 1 bottle top measures 10g. Reply A to continue,11/2/2017 15:37,A
562865,YARA,NARRATIVE,A,"(8/23) Why is it important to apply Yara fertilizer 4 days after transplanting tomato seedlings?
1. To wait for rain
2. The roots absorb nutrients better.",11/2/2017 15:38,2
562865,YARA,NARRATIVE,2,"Great! Tomato roots take 4 days to harden and are able to absorb nutrients better.
Reply A to continue",11/2/2017 15:43,2
562865,YARA,NARRATIVE,2,"(9/23) Yara Mila Unik 17 has phosphorus, nitrogen and potassium which  help early crop establishment and vigorous growth. Reply A to continue",11/2/2017 15:51,A
562865,YARA,NARRATIVE,A,"(10/23) When big leaves sprouted, Eli used 50kgs of commercial top dress while Sala used 100kgs of Yara Liva Nitrabor top dress. Reply * menu Reply A to continue",11/2/2017 15:53,A
562865,YARA,NARRATIVE,A,"(11/23) Yara Liva Nitrabor has boron to harden the tomato skin, and calcium to make the crop resistant to disease like Blossom End Rot. Reply A to continue",11/2/2017 15:55,A
562865,YARA,NARRATIVE,A,"(12/23) How many kgs of Yara Mila Unik should you apply for 2 acres and how much per seedling?
1. 50 kgs & 10g per seedling
2. 100kgs & 30g per seedling",11/2/2017 16:03,RATE
578838,YARA,THUMB,YARA,"(1/16) A healthy crop makes a wealthy farmer. Continue to learn how to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 15:13,A
578838,YARA,THUMB,A,"(2/16) What causes tomatoes to grow big and red?
1. Using fertilizer that had special nutrients.
2. Fertile soil.",11/2/2017 15:14,1
578838,YARA,THUMB,1,"Very good. Yara fertilizer has special nutrients that makes tomatoes grow healthy, big and red.
Reply A to continue",11/2/2017 15:16,A
578838,YARA,THUMB,A,(3/16) Apply 50kgs of Yara Mila Unik 17 4 days after transplanting so the roots get used to the new soil to absorb the fertilizer well.  Reply A to continue,11/2/2017 15:16,A
578838,YARA,THUMB,A,"(4/16) Yara Mila Unik 17 has phosphorus, nitrogen and potassium which  help early crop establishment and vigorous growth. Reply A to continue",11/2/2017 15:18,A
578838,YARA,THUMB,A,(5/16)  Apply 30g of fertilizer to each seedling. Use a soda bottle top 3 times since 1 bottle top measures 10g.  Reply A to continue,11/2/2017 15:19,A
578838,YARA,THUMB,A,"(6/16) Why is it important to apply Yara fertilizer 4 days after transplanting tomato seedlings?
1. To wait for rain
2. The roots absorb nutrients better.",11/2/2017 15:20,A
578838,YARA,THUMB,A,"Great! Tomato roots take 4 days to harden and are able to absorb nutrients better.
Reply A to continue",11/2/2017 15:20,A
578838,YARA,THUMB,A,"(7/16) When big leaves sprout, apply 100kgs of Yara Liva Nitrabor top dress. Reply * menu Reply A to continue",11/2/2017 15:21,2
578838,YARA,THUMB,2,"(8/16) Yara Liva Nitrabor has boron to harden the tomato skin, and calcium to make the crop resistant to disease like Blossom End Rot. Reply A to continue",11/2/2017 15:22,A
578838,YARA,THUMB,A,"(9/16) How many kgs of Yara Mila Unik should you apply for 2 acres and how much per seedling?
1. 50 kgs & 10g per seedling
2. 100kgs & 30g per seedling",11/2/2017 15:24,A
578838,YARA,THUMB,A,"Great! Apply 50kgs per acre. So for 2 acres it is 100kgs of Yara Unik and 30g per seedling. Using less fertilizer reduces harvest.
Reply A to continue",11/2/2017 15:36,A
578838,YARA,THUMB,A,"(10/16) When the tomatoes start flowering, apply 75kgs of Yara Mila Winner with potassium for a red colour, even ripening and sweeter taste. Reply A to continue",11/2/2017 16:02,A
578838,YARA,THUMB,A,(11/16) Your tomatoes won't spoil quickly Since the tomatoes will be better quality and didn't spoil quickly you can wait and sell them when the prices rise.  Reply A to continue,11/2/2017 16:03,NA
313595,YARA,NARRATIVE,YARA,"(1/23) A healthy crop makes a wealthy farmer. Follow Sala and Eli to learn to grow healthier, redder, sweeter tomatoes. Reply * to go back Reply A to continue",11/2/2017 14:03,A
313595,YARA,NARRATIVE,A,(2/23) Eli and Sala have 1 acre farms in Nyandarua. Last season Eli harvested small tomatoes. Sala's tomatoes were big and very red. Reply A to continue,11/2/2017 14:05,A
313595,YARA,NARRATIVE,A,"(3/23) What caused Sala's tomatoes to grow big and red?
1. He used fertilizer that had special nutrients.
2. The soil on his farm was fertile.",11/2/2017 14:06,1
313595,YARA,NARRATIVE,1,"Very good. Sala used Yara fertilizer that has special nutrients that made his tomatoes grow healthy, big and red.
Reply A to continue",11/2/2017 14:07,A
313595,YARA,NARRATIVE,A,(4/23) Both farmers bought fertilizer at the same trusted agrovet. Sala bought Yara fertilizer and Eli bought commercial fertilizer. Reply A to continue,11/2/2017 14:07,A
313595,YARA,NARRATIVE,A,"(5/23) During transplanting, Eli used 50kgs of fertilizer on his farm while Sala used 50kgs of Yara Mila Unik 17 4 days after transplanting. Reply A to continue",11/2/2017 14:08,A
313595,YARA,NARRATIVE,A,"(6/23) After transplanting, roots take 4 days to harden or get used to the new soil. Before hardening, they won't absorb fertilizer well. Reply A to continue",11/2/2017 14:09,A
313595,YARA,NARRATIVE,A,(7/23) Sala applied 30g of fertilizer to each seedling. He used a soda bottle top 3 times since 1 bottle top measures 10g. Reply A to continue,11/2/2017 14:09,A
313595,YARA,NARRATIVE,A,"(8/23) Why is it important to apply Yara fertilizer 4 days after transplanting tomato seedlings?
1. To wait for rain
2. The roots absorb nutrients better.",11/2/2017 14:10,2
313595,YARA,NARRATIVE,2,"Great! Tomato roots take 4 days to harden and are able to absorb nutrients better.
Reply A to continue",11/2/2017 14:11,A
313595,YARA,NARRATIVE,A,"(9/23) Yara Mila Unik 17 has phosphorus, nitrogen and potassium which  help early crop establishment and vigorous growth. Reply A to continue",11/2/2017 14:11,A
313595,YARA,NARRATIVE,A,"(10/23) When big leaves sprouted, Eli used 50kgs of commercial top dress while Sala used 100kgs of Yara Liva Nitrabor top dress. Reply * menu Reply A to continue",11/2/2017 14:12,A
313595,YARA,NARRATIVE,A,"(11/23) Yara Liva Nitrabor has boron to harden the tomato skin, and calcium to make the crop resistant to disease like Blossom End Rot. Reply A to continue",11/2/2017 14:13,A
313595,YARA,NARRATIVE,A,"(12/23) How many kgs of Yara Mila Unik should you apply for 2 acres and how much per seedling?
1. 50 kgs & 10g per seedling
2. 100kgs & 30g per seedling",11/2/2017 14:13,2
